CZ,Horizon,InputHist,InputMete,InputNWP,InputST,ModClass,Reference,ResMin,SS,TestLength,TrainLength,Type,Year
B,60,1,1,0,0,Reg,SP,60,11.8600682593857,365,1095,Sources,2022
B,240,1,1,0,0,ML,SP,60,24.0393626991565,273.75,821.25,Sources,2015
C,2880,1,0,1,1,TS,Persistence,60,19.3,365,365,PV,2019
A,1440,1,0,0,0,ImageBased,Persistence,360,14.7,183,365,Sources,2017
D,10,1,1,0,0,ML,Persistence,10,4.28,10,365,Sources,2021
N,120,1,1,0,0,ML,SP,60,20.635,350,700,Sources,2015
B,60,1,0,0,0,ML,Persistence,60,79.5131291028446,731,730,Sources,2019
C,10,1,0,0,0,ImageBased,SP,5,18.1,109.770833333333,154.1875,Sources,2018
C,15,1,0,0,0,ImageBased,SP,1,16.78,20,170,PV,2019
C,2880,1,0,0,1,Ens,Persistence,60,20,184,181,PV,2018
B,1440,1,0,0,0,ML,Persistence,60,42.8970775095299,28,365,Sources,2021
C,60,1,1,0,0,Reg,SP,60,1.145,350,700,Sources,2015
C,300,1,0,1,0,TS,SP,60,60,77,237,PV,2017
C,105,1,0,1,0,TS,SP,15,20.63,365,853,PV,2021
C,60,1,1,0,0,Ens_Hyb,SP,60,40.1933379920801,730,2922,Sources,2021
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,36,184,181,PV,2018
E,1440,1,0,0,0,ML,Persistence,360,21.4,183,365,Sources,2017
C,60,0,1,0,0,Hybrid,Persistence,60,71.5260017050299,164.25,365,PV,2017
C,1440,1,0,1,1,ML,SP,60,44.5054945054945,731,730,PV,2019
C,2880,0,1,1,0,ImageBased,SP,60,29.3333333333333,365,0,Sources,2015
B,180,1,1,0,0,ML,Persistence,60,81.4177489177489,365,1095,Sources,2022
D,40,1,1,0,0,ML,SP,10,21,731,1096,Sources,2020
D,120,1,0,0,1,TS,SP,30,12.68,365,365,Sources,2018
B,60,1,0,0,0,ML,SP,5,18.2,91,183,Sources,2015
D,10,1,1,0,0,ImageBased,Persistence,10,27.1,10,365,Sources,2021
C,60,1,1,0,0,ML,SP,60,6.46,365,4383,Sources,2021
C,60,1,1,0,0,ML,SP,60,12.65,365,3285,Sources,2021
C,120,1,1,0,1,Reg,SP,60,24.836,350,700,Sources,2015
C,180,1,1,0,0,Reg,Persistence,60,66.0255057433145,365,730,Sources,2022
C,2880,1,0,0,1,Ens,Persistence,60,10,184,181,PV,2018
C,120,1,1,0,1,Reg,SP,60,14.778,350,700,Sources,2015
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,35,184,181,PV,2018
C,60,1,1,0,0,ML,SP,60,1.422,350,700,Sources,2015
C,120,1,0,0,1,TS,SP,60,10,120,184,PV,2018
A,360,1,0,1,0,TS,SP,60,26,365,366,Sources,2016
B,120,1,1,0,0,ImageBased,PerClim,15,15.37,91,335,Sources,2022
C,300,0,0,0,0,ImageBased,SP,60,16.9,365,1675,Sources,2018
D,60,1,0,0,0,ML,Persistence,60,74.99,30,730,Sources,2019
B,60,1,1,0,1,Reg,SP,60,5.672,350,700,Sources,2015
C,60,1,1,0,1,ML,SP,60,20.8747228470116,90,1460,Sources,2021
D,60,1,1,0,0,Ens,Persistence,60,34,365,183,Sources,2019
D,60,1,1,0,0,ML,SP,10,32.37,731,1096,Sources,2022
A,360,1,0,1,0,ML,SP,60,37.6,365,366,Sources,2016
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,31,184,181,PV,2018
B,60,1,1,0,0,ML,Persistence,60,27,365,183,Sources,2019
D,60,1,0,0,0,ML,Persistence,60,32.44,31,730,Sources,2019
C,1440,1,1,0,0,ML,Persistence,60,37.12,365,2556,Sources,2019
E,15,1,0,0,0,ML,Persistence,15,-9.6,183,365,Sources,2017
C,1440,1,0,0,0,ML,Persistence,360,29.7,183,365,Sources,2017
C,180,1,0,0,0,ImageBased,SP,60,51.9,730,731,PV,2018
D,60,1,1,0,0,Ens,Persistence,60,34,365,183,Sources,2019
B,60,1,1,0,1,ML,SP,60,13.4990644212777,90,1460,Sources,2021
A,60,1,0,0,0,ML,SP,60,50.1,365,366,Sources,2017
C,60,1,1,0,0,ML,SP,60,23.1190309806662,730,2922,Sources,2021
B,60,1,0,0,0,ML,Persistence,60,54.9618320610687,365,1095,Sources,2019
C,60,1,0,0,0,ML,Persistence,60,29.624060150376,219,876,Sources,2018
C,120,1,0,1,0,ML,SP,15,23.26,365,853,PV,2021
B,1440,1,0,0,0,ML,Persistence,360,44.1,183,365,Sources,2017
C,60,1,0,0,0,ML,Persistence,60,23.3333333333333,73,292,Sources,2019
D,1440,1,1,1,0,ML,Persistence,15,39.5,109.5,547.5,PV,2020
C,105,1,0,1,0,TS,SP,15,19.06,365,853,PV,2021
C,180,1,0,0,0,Reg,SP,5,38,366,365,PV,2020
B,60,1,1,0,1,ML,SP,60,20.4291964505792,90,1460,Sources,2021
A,60,1,0,0,0,ML,Persistence,60,55.738978442416,365,1095,Sources,2019
B,180,0,1,1,0,Ens,Persistence,15,21.01,731,0,Sources,2019
B,60,1,1,0,0,Hybrid,Persistence,60,57.51,366,1095,Sources,2021
C,240,0,0,0,0,ImageBased,SP,60,23.2,365,1675,Sources,2018
C,180,1,0,0,0,ML,Persistence,60,34.9374398460058,73,292,Sources,2019
C,240,1,1,0,0,ML,Persistence,60,61.2621601396857,365,366,Sources,2015
A,15,1,0,0,0,ML,Persistence,15,3.6,183,365,Sources,2017
A,0.166666666666667,1,0,0,1,TS,SP,0.166666666666667,5.9,334,214,PV,2019
C,60,1,1,0,0,ML,SP,60,20.2422548334498,730,2922,Sources,2021
B,180,1,1,0,0,Reg,SP,60,20.7233399232469,365,1095,Sources,2022
C,360,1,1,1,0,Ens,SP,15,17.09,730,730,Sources,2020
C,720,1,1,0,0,Hybrid,SP,60,42.83,120,5114,Sources,2020
B,60,1,1,0,0,ML,SP,60,16.7480809490579,730,2922,Sources,2021
B,60,1,1,0,0,ML,Persistence,60,50.64,366,1095,Sources,2021
A,120,1,0,1,0,ML,SP,60,10.4,365,366,Sources,2016
C,240,0,1,0,0,ML,SP,60,9,365,1827,Sources,2021
C,180,1,0,0,0,TS,SP,15,16,365,365,PV,2017
D,60,1,1,0,0,Ens,Persistence,60,53,365,183,Sources,2019
C,300,1,0,0,0,ML,Persistence,60,44.7119242497192,73,292,Sources,2019
C,15,1,0,0,0,ImageBased,SP,5,23.1,109.770833333333,154.1875,Sources,2018
B,1440,1,0,0,0,ML,Persistence,60,6.31298505733813,365,365,Sources,2021
B,1440,1,0,0,0,ML,Persistence,60,18.3538858617723,31,365,Sources,2021
C,180,1,1,1,0,ImageBased,SP,30,37,365,0,Sources,2017
B,120,1,1,0,1,Reg,SP,60,12.144,350,700,Sources,2015
N,120,1,1,0,0,ML,SP,60,22.835,350,700,Sources,2015
C,300,1,1,0,0,ML,SP,60,21.91,365,366,Sources,2015
B,120,0,1,0,0,ML,SP,60,11.51,91,274,Sources,2016
D,10,1,1,0,0,ML,SP,10,1.37,731,1096,Sources,2022
C,120,1,1,0,0,ML,SP,60,23.975,350,700,Sources,2015
C,120,0,1,0,0,ML,SP,60,20.791353727789,219,876,Sources,2018
C,60,1,1,0,0,ML,Persistence,60,37.6330619912336,365,366,Sources,2015
N,120,1,1,0,0,ML,SP,60,20.512,350,700,Sources,2015
B,60,1,1,0,0,Hybrid,Persistence,60,55.13,366,1461,Sources,2021
C,180,1,1,1,0,ImageBased,SP,30,26,365,0,Sources,2017
C,1440,1,0,1,1,ML,SP,60,44.1340782122905,731,730,PV,2019
N,60,1,0,0,0,ML,Persistence,60,6.25686059275521,73,292,Sources,2018
D,15,1,0,0,0,ML,Persistence,15,-48.7,183,365,Sources,2017
B,360,1,1,0,0,Reg,SP,60,28.9424688140011,365,1095,Sources,2022
A,60,1,1,0,0,Ens,Persistence,60,39,365,183,Sources,2019
N,120,1,1,0,1,Reg,SP,60,21.004,350,700,Sources,2015
B,120,1,1,0,1,Reg,SP,60,8.918,350,700,Sources,2015
C,120,1,1,0,1,Reg,SP,60,5.063,350,700,Sources,2015
B,60,1,1,0,1,Hybrid,SP,60,38.6001919203271,56,1460,Sources,2021
C,1440,1,0,0,0,ImageBased,Persistence,360,8.6,183,365,Sources,2017
C,120,1,1,0,0,ML,SP,60,2.157,350,700,Sources,2015
C,180,1,0,1,0,ML,SP,15,53.89,365,853,PV,2021
C,75,1,1,0,0,Ens,SP,15,13.57,274,548,Sources,2020
C,60,1,0,0,0,ML,Persistence,60,17.7,183,365,Sources,2017
D,60,1,0,0,0,ML,Persistence,60,35.47,28,730,Sources,2019
C,60,1,1,0,1,Hybrid,SP,60,37.54,365,1460,Sources,2021
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,27,184,181,PV,2018
D,105,1,1,0,0,Ens,SP,15,13.87,274,548,Sources,2020
B,60,1,1,0,0,Ens,Persistence,60,36,365,183,Sources,2019
C,60,1,0,0,0,ML,Persistence,60,30.2631578947369,219,876,Sources,2018
C,1800,1,0,0,0,TS,Persistence,60,30.4,365,0,PV,2017
C,240,1,0,0,0,ML,SP,10,3.8677614520311,365,365,Sources,2021
A,45,1,1,0,0,TS,SP,15,15.46,274,548,Sources,2020
B,15,1,0,0,0,ImageBased,SP,5,15.3,24,42,Sources,2016
C,120,1,1,0,1,Reg,SP,60,32.675,350,700,Sources,2015
D,40,1,1,0,0,ML,SP,10,24.08,731,1096,Sources,2022
C,120,1,1,0,0,TS,Persistence,60,53.0343007915567,365,366,Sources,2015
N,1440,1,1,1,0,Ens_Hyb,Persistence,15,43.46,122,243,PV,2018
C,60,1,1,0,0,ML,SP,60,12.7814878086659,730,2922,Sources,2021
N,300,1,0,0,0,ML,Persistence,60,50.7851851851852,73,292,Sources,2018
D,60,1,0,0,0,ML,Persistence,60,59.6,28,730,Sources,2019
C,2880,1,0,1,1,TS,Persistence,60,19.7,365,365,PV,2019
C,60,1,0,0,0,Reg,Persistence,60,57.9089194287254,731,730,Sources,2019
C,15,1,1,0,0,ML,SP,15,14.42,274,548,Sources,2020
D,60,1,0,0,0,TS,SP,30,5.18,365,365,Sources,2018
C,120,1,0,0,0,TS,Persistence,60,29.422806194275,219,876,Sources,2018
C,60,1,1,0,0,ML,Persistence,60,37.971353405437,365,366,Sources,2015
C,60,1,1,0,0,Hybrid,Persistence,60,63.62,366,730,Sources,2021
B,60,1,0,0,0,ML,Persistence,60,30.86,366,1461,Sources,2021
C,60,1,1,0,0,Ens,SP,15,11.83,198,396,Sources,2020
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,28,184,181,PV,2018
B,15,1,0,0,0,ImageBased,SP,5,19.4,1,7,PV,2015
C,60,1,1,0,0,TS,SP,60,2.71428571428571,365,366,Sources,2015
C,120,1,1,0,1,Reg,SP,60,3.351,350,700,Sources,2015
C,10,1,1,0,0,ML,SP,5,16.3,146,183,Sources,2015
E,1440,0,0,1,1,ML,Persistence,60,44.2,365,2556,Sources,2018
C,55,1,1,0,0,ML,SP,5,29.9,146,183,Sources,2015
C,2880,1,1,1,0,ImageBased,PerClim,15,28.7,365,0,PV,2021
B,1440,1,0,0,0,ML,Persistence,360,15.1,183,365,Sources,2017
C,120,1,1,0,0,Hybrid,SP,60,34.95,92,5114,Sources,2020
B,60,1,0,0,0,ML,Persistence,60,33.2,183,365,Sources,2017
C,720,1,1,0,0,ML,SP,60,40.43,120,5114,Sources,2020
C,60,1,1,0,1,ML,SP,60,16.0138555822009,90,1460,Sources,2021
D,60,1,1,0,0,Reg,SP,60,40.1,28,64,Sources,2018
B,120,1,1,0,0,ImageBased,PerClim,15,1.17,90,335,Sources,2022
C,2880,1,0,0,1,TS,Persistence,60,15,184,181,PV,2018
B,120,0,1,0,0,ML,SP,60,18.23,91,274,Sources,2016
C,120,1,1,0,0,ML,SP,60,23.895,350,700,Sources,2015
B,75,1,1,0,0,Ens,SP,15,14.06,274,548,Sources,2020
A,240,1,0,1,0,TS,SP,60,21.6,365,366,Sources,2016
C,45,1,0,0,0,ML,SP,5,18.1,91,183,Sources,2015
D,1440,1,0,0,0,ML,Persistence,360,33.9,183,365,Sources,2017
B,60,1,0,0,0,Reg,Persistence,60,79.6498905908096,731,730,Sources,2019
E,1440,1,0,0,0,ML,Persistence,360,20.7,183,365,Sources,2017
C,60,0,1,0,0,ML,SP,60,11.5,365,1827,Sources,2021
C,120,1,1,0,1,Reg,SP,60,21.971,350,700,Sources,2015
C,2880,1,0,0,1,ML,Persistence,60,-8,184,181,PV,2018
B,180,0,0,0,0,ImageBased,Persistence,60,33,345,345,Sources,2019
C,60,1,1,0,0,Hybrid,PerClim,60,17.99,366,730,Sources,2021
C,2880,1,1,1,0,ImageBased,Persistence,15,39.6,365,0,PV,2021
B,1440,1,0,0,0,ML,Persistence,360,37.3,183,365,Sources,2017
B,1440,1,0,0,0,ML,Persistence,360,18.3,183,365,Sources,2017
D,20,1,1,0,0,ML,SP,10,7.72,731,1096,Sources,2022
C,360,1,1,0,0,ML,SP,60,23.02,365,366,Sources,2015
A,600,1,0,0,0,TS,Persistence,10,19.31,335,30,PV,2016
A,60,1,1,0,0,TS,SP,60,15.7,365,365,Sources,2020
C,25,1,0,0,0,ImageBased,SP,5,17.8,366,730,Sources,2021
A,75,1,1,0,0,Ens,SP,15,17.62,274,548,Sources,2020
B,60,1,1,0,0,ML,SP,60,42.52,219,876,Sources,2018
C,60,1,0,0,0,ML,Persistence,60,43.61,366,730,Sources,2021
B,60,1,1,0,1,Reg,SP,60,11.027,350,700,Sources,2015
C,300,1,1,0,0,TS,SP,60,8.32,365,366,Sources,2015
C,60,1,1,0,0,ML,SP,60,21.2529797377831,730,2922,Sources,2021
C,60,0,1,0,0,ML,SP,60,8,365,1827,Sources,2021
C,15,1,0,0,0,ML,SP,5,18.1,109.770833333333,154.1875,Sources,2018
B,60,1,1,0,1,Reg,SP,60,13.413,350,700,Sources,2015
B,60,1,1,0,0,ML,Persistence,60,28,365,183,Sources,2019
A,5,1,1,0,0,ML,Persistence,5,7.24,61,443,PV,2021
B,60,1,1,0,0,ML,SP,60,20.6450986107063,730,2922,Sources,2021
C,1440,1,0,1,0,ML,SP,15,36.92,365,853,PV,2021
C,60,1,1,0,0,ML,SP,30,-34.98,92,7305,Sources,2020
C,60,1,0,0,0,ML,Persistence,60,17.5,183,365,Sources,2017
B,60,1,0,0,0,ML,Persistence,60,79.5131291028446,731,730,Sources,2019
B,60,1,0,0,0,ML,Persistence,60,55.4931016862545,731,730,Sources,2019
D,60,1,1,0,0,ML,SP,60,9.09,27,64,Sources,2018
A,60,1,0,0,0,Hybrid,SP,60,71.94,365,366,Sources,2017
B,1440,1,0,0,0,ML,Persistence,60,5.52849642608642,30,365,Sources,2021
B,180,1,1,0,0,ML,SP,60,15.54,350,700,Sources,2015
C,2880,1,0,0,1,Ens,Persistence,60,12,184,181,PV,2018
C,120,1,1,0,0,ML,SP,60,25.6,92,5114,Sources,2020
A,60,1,1,0,0,ML,SP,15,13.18,30,178.12,PV,2019
A,3600,1,0,0,0,ML,Persistence,60,32.16,335,30,PV,2016
C,90,1,0,0,0,ML,SP,5,16,91,183,Sources,2015
C,60,0,0,0,0,ImageBased,SP,60,10.2,365,1675,Sources,2018
C,360,1,1,1,0,Ens,SP,15,18.38,730,730,Sources,2020
C,15,1,1,0,0,ImageBased,SP,5,19.7,146,183,Sources,2015
C,1440,0,0,1,1,ML,Persistence,60,53.7,365,2556,Sources,2018
D,240,0,1,0,0,ImageBased,SP,15,3.1,123,0,Sources,2020
C,10,1,1,0,0,ImageBased,SP,5,16.6,146,183,Sources,2015
N,120,1,1,0,1,Reg,SP,60,21.743,350,700,Sources,2015
N,60,1,1,0,1,Reg,SP,60,11.612,350,700,Sources,2015
C,240,0,1,0,0,ML,SP,60,2.8,365,1827,Sources,2021
B,20,1,0,0,0,ImageBased,SP,5,15.1,24,42,Sources,2016
C,360,1,0,1,0,TS,SP,60,63,77,237,PV,2017
C,60,0,0,0,0,ImageBased,SP,60,8.7,365,1675,Sources,2018
C,180,1,1,0,0,ML,SP,60,27.294,350,700,Sources,2015
B,105,1,1,0,0,TS,SP,15,16.06,274,548,Sources,2020
D,10,1,1,0,0,ML,Persistence,10,3.88,10,365,Sources,2021
C,60,1,1,0,1,Reg,SP,60,0.896,350,700,Sources,2015
C,60,1,1,0,0,Hybrid,SP,30,20.57,90,7305,Sources,2020
D,60,1,1,0,0,Ens,Persistence,60,36,365,183,Sources,2019
C,360,1,1,0,0,TS,SP,60,11.05,365,366,Sources,2015
C,90,1,0,1,0,TS,SP,15,18.09,365,853,PV,2021
C,60,1,1,0,1,ML,SP,60,16.347697047414,73,1460,Sources,2021
C,1440,1,1,0,0,ML,Persistence,60,39.86,365,2556,Sources,2019
C,60,1,1,0,0,Ens,SP,60,13.12,365,3285,Sources,2021
C,30,1,1,0,0,Ens,SP,15,11.12,198,396,Sources,2020
C,60,1,1,0,0,Hybrid,PerClim,60,34.33,366,730,Sources,2021
B,180,0,1,1,0,ML,SP,60,21.49,91,274,Sources,2016
C,2,1,0,0,0,ImageBased,Persistence,1,11.5,18,72,PV,2018
C,180,1,1,0,1,Reg,SP,60,3.993,350,700,Sources,2015
C,360,1,1,1,0,Ens,SP,15,13.81,730,730,Sources,2020
C,180,0,0,0,0,ImageBased,SP,60,16.1,365,1675,Sources,2018
C,60,1,1,0,1,Reg,SP,60,4.997,350,700,Sources,2015
D,60,1,0,1,0,Hybrid,Persistence,60,38.03,365,1461,Sources,2020
C,60,1,1,0,0,ML,SP,60,1.777,350,700,Sources,2015
C,90,1,1,0,0,ML,SP,15,13.27,274,548,Sources,2020
B,60,1,1,0,0,ML,SP,60,25.73,219,876,Sources,2018
C,60,1,1,0,0,Reg,SP,60,14.2163100057837,365,730,Sources,2022
C,60,1,1,0,1,Reg,SP,60,23.949,350,700,Sources,2015
A,60,1,0,0,0,ML,Persistence,60,44.1952506596306,365,1095,Sources,2019
C,180,1,1,0,1,Reg,SP,60,14.494,350,700,Sources,2015
D,40,1,1,0,0,ML,SP,10,16.49,731,1096,Sources,2020
D,75,1,1,0,0,ML,SP,15,11.52,274,548,Sources,2020
C,180,1,1,1,0,ImageBased,SP,30,40,365,0,Sources,2017
D,10,1,1,0,0,ImageBased,Persistence,10,20.07,10,365,Sources,2021
C,1440,1,0,0,0,TS,Persistence,60,29.7,365,0,PV,2017
C,720,1,1,0,0,ML,SP,60,54.57,365,5114,Sources,2020
D,1440,0,1,1,0,Hybrid,SP,60,34.8258706467662,365,365,Sources,2015
C,60,0,0,0,0,ImageBased,SP,60,13.9,365,1675,Sources,2018
C,180,1,1,0,1,Reg,SP,60,5.481,350,700,Sources,2015
B,120,1,1,0,1,Reg,SP,60,8.185,350,700,Sources,2015
N,60,1,1,0,1,Reg,SP,60,7.455,350,700,Sources,2015
C,40,1,1,0,0,ML,SP,5,20,146,183,Sources,2015
C,1440,0,0,1,1,ImageBased,Persistence,60,52.8,304,0,PV,2011
C,60,1,0,0,0,TS,Persistence,60,40.91,365,365,Sources,2019
A,60,1,0,0,0,TS,SP,60,28.77,365,366,Sources,2017
C,60,1,1,0,0,ML,PerClim,60,12.63,366,730,Sources,2021
C,2880,1,0,0,1,TS,Persistence,60,15,184,181,PV,2018
D,60,1,0,0,0,ML,Persistence,60,78.11,31,730,Sources,2019
C,120,1,1,0,1,Reg,SP,60,8.821,350,700,Sources,2015
C,60,1,1,0,1,Reg,SP,60,4.446,350,700,Sources,2015
B,60,1,1,0,1,Reg,SP,60,6.857,350,700,Sources,2015
B,60,1,0,0,0,ML,Persistence,60,63.3490662836035,365,1095,Sources,2019
A,60,1,0,0,0,ML,Persistence,1,7.42,335,30,PV,2016
B,240,0,1,0,0,ML,SP,60,24.32,91,274,Sources,2016
C,60,1,1,0,1,Reg,SP,60,11.518,350,700,Sources,2015
C,1440,0,0,1,0,ML,Persistence,60,82,730,730,Sources,2020
C,2880,1,1,1,0,ImageBased,Persistence,15,39.8,365,0,PV,2021
N,2880,1,1,1,0,Ens_Hyb,Persistence,15,39.18,122,243,PV,2018
C,2880,1,0,1,1,TS,Persistence,60,23.5,365,365,PV,2019
D,60,1,0,0,0,ML,Persistence,60,54.649947753396,731,730,Sources,2019
C,20,1,0,0,0,ImageBased,Persistence,5,30,165,231,Sources,2019
C,720,1,0,0,0,TS,Persistence,60,28.3,365,0,PV,2017
C,300,1,0,0,0,ML,Persistence,60,45.1726089417091,219,876,Sources,2018
C,75,1,1,0,0,Ens,SP,15,12.86,274,548,Sources,2020
C,15,1,0,0,0,TS,SP,1,2.3,20,365,PV,2019
D,60,1,0,0,1,ML,SP,30,14.89,365,365,Sources,2018
B,60,1,1,0,0,ML,SP,60,23.5412983076534,730,2922,Sources,2021
A,45,1,1,0,0,Ens,SP,15,16.4,274,548,Sources,2020
A,60,1,1,0,0,ML,Persistence,60,32,365,183,Sources,2019
C,1440,1,0,1,1,ML,SP,60,44.1340782122905,731,730,PV,2019
B,60,1,1,0,1,ML,SP,60,10.3783783783784,183,548,Sources,2015
D,60,1,1,0,0,ML,SP,10,5.15,731,1096,Sources,2020
C,60,1,1,0,1,Hybrid,SP,60,33.5238476478525,246,1460,Sources,2021
C,60,1,1,0,1,Reg,SP,60,5.535,350,700,Sources,2015
C,30,1,0,0,0,ML,SP,5,15.8,91,183,Sources,2015
C,180,1,1,1,0,ImageBased,SP,30,38,365,0,Sources,2017
C,30,1,0,0,0,TS,SP,15,11.5,365,365,PV,2017
C,180,1,1,1,0,ImageBased,SP,1,8,730,730,Sources,2020
C,105,1,1,0,0,ML,SP,15,13.64,198,396,Sources,2020
D,60,1,1,0,0,ML,SP,60,36.875,110,256,Sources,2018
C,120,1,1,0,0,TS,SP,60,11.62,365,366,Sources,2015
B,10,1,0,0,0,ImageBased,SP,5,16.3,1,7,PV,2015
B,1440,1,0,0,0,ML,Persistence,60,4.00094978036329,31,365,Sources,2021
C,60,1,1,0,0,Hybrid,SP,60,22.67,365,5114,Sources,2020
C,60,1,0,0,0,ML,Persistence,60,33.7,183,365,Sources,2017
C,360,1,1,0,0,ML,SP,60,26.76,365,366,Sources,2015
A,240,1,1,0,0,TS,Persistence,60,53.4825302580498,365,366,Sources,2015
C,60,1,0,0,0,Reg,Persistence,60,-71.4782608695652,731,730,Sources,2019
N,360,1,0,0,0,ML,Persistence,60,47.9041916167665,73,292,Sources,2018
D,1440,1,1,1,0,ImageBased,Persistence,60,34,365,365,PV,2017
C,60,1,1,0,0,ML,Persistence,60,53.54,366,730,Sources,2021
B,1440,1,1,0,0,ML,Persistence,60,73.5,365,1096,Sources,2017
C,20,1,0,0,0,ImageBased,SP,5,15.6,366,730,Sources,2021
C,30,1,1,0,0,ML,SP,30,9.65,365,7305,Sources,2020
B,1440,0,0,1,1,ML,Persistence,60,37.6,365,2556,Sources,2018
D,60,1,1,0,0,Ens,Persistence,60,12,365,183,Sources,2019
A,60,1,0,0,0,TS,SP,1,4.42,335,30,PV,2016
B,60,1,1,0,0,Ens,Persistence,60,11,365,183,Sources,2019
C,2880,1,0,1,1,TS,Persistence,60,22,365,365,PV,2019
C,45,1,0,0,0,ML,SP,5,11.4,91,183,Sources,2015
B,60,1,1,0,0,ML,SP,60,2.915,350,700,Sources,2015
B,1440,1,0,1,0,NWP,Persistence,60,36.38,731,0,Sources,2019
C,60,1,1,0,1,Hybrid,SP,60,30.3330682237008,90,1460,Sources,2021
A,5,1,0,0,1,TS,Persistence,5,6.51676829268292,365,365,Sources,2016
C,2880,1,0,1,1,ImageBased,Persistence,60,14,184,181,PV,2018
C,60,1,0,0,0,ML,Persistence,60,26.9127352725495,219,876,Sources,2018
D,60,1,1,0,0,TS,SP,60,37.8,28,64,Sources,2018
D,60,1,1,0,0,ML,Persistence,60,48.7,365,0,Sources,2018
B,10,1,0,0,0,ImageBased,SP,1,6,80,178,Sources,2015
A,90,1,1,0,0,Ens,SP,15,19.88,274,548,Sources,2020
C,180,0,1,0,0,ML,SP,60,32.6784643071386,219,876,Sources,2018
B,360,1,1,0,0,ML,SP,60,6.27253064167267,183,548,Sources,2015
C,105,1,0,1,0,ML,SP,15,37.39,365,853,PV,2021
C,15,1,1,0,0,ImageBased,SP,15,2.1,181,731,Sources,2021
B,1440,1,1,1,0,ML,SP,60,78.33,365,365,PV,2021
C,60,1,0,0,0,ML,PerClim,60,-9.68,366,730,Sources,2021
C,180,1,1,0,0,Reg,SP,60,4.51,350,700,Sources,2015
C,60,1,1,0,1,ML,SP,60,32.4480993102694,90,1460,Sources,2021
B,180,1,0,0,0,ML,Persistence,60,81.5422077922078,365,1095,Sources,2022
C,360,1,0,0,0,ML,Persistence,60,46.0790564233344,73,292,Sources,2019
D,60,1,0,0,0,ML,SP,60,52.34,31,2920,Sources,2016
C,60,1,1,0,1,ML,SP,60,38.9470987985368,90,1460,Sources,2021
C,120,1,0,0,0,ML,SP,5,20.2,91,183,Sources,2015
B,360,1,1,0,0,ML,SP,60,30.5622789052318,365,1095,Sources,2022
C,1440,0,0,1,0,ImageBased,Persistence,60,34.6,304,0,PV,2011
N,60,1,1,0,1,Reg,SP,60,17.258,350,700,Sources,2015
D,120,1,0,1,0,ML,Persistence,60,45,365,365,Sources,2016
C,2880,1,0,0,1,ML,Persistence,60,-7,184,181,PV,2018
C,180,1,0,0,0,Reg,SP,15,27,365,365,PV,2017
C,120,1,1,0,1,Reg,SP,60,16.029,350,700,Sources,2015
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,35,184,181,PV,2018
B,1440,1,0,0,0,ML,Persistence,60,47.2638918233678,30,365,Sources,2021
N,180,1,0,0,0,ML,Persistence,60,30.5497198879552,73,292,Sources,2018
C,120,1,1,0,0,ML,SP,60,38.96,365,5114,Sources,2020
D,60,1,0,0,0,ML,Persistence,60,-12.4103251759973,731,730,Sources,2019
C,1440,0,0,1,1,ML,Persistence,60,48.2,365,2556,Sources,2018
C,60,1,1,0,0,ML,SP,60,4.61,350,700,Sources,2015
C,60,1,1,0,0,ML,SP,60,14.502,350,700,Sources,2015
C,300,1,0,0,0,ML,Persistence,60,35.4208649821733,219,876,Sources,2018
D,10,1,0,0,0,ML,Persistence,1,74.8319440709868,365,292,Sources,2022
C,180,1,1,0,1,Reg,SP,60,30.298,350,700,Sources,2015
B,60,1,0,0,0,ML,Persistence,60,6.2,183,365,Sources,2017
C,15,1,0,0,0,ML,SP,5,12,91,183,Sources,2015
C,60,1,0,1,0,ML,SP,15,3.38,365,853,PV,2021
C,60,1,1,0,1,Reg,SP,60,7.135,350,700,Sources,2015
C,75,1,0,1,0,TS,SP,15,22.98,365,853,PV,2021
C,120,1,0,0,0,TS,Persistence,60,17.3877989787692,73,292,Sources,2019
A,360,1,0,1,0,ML,SP,60,21.5,365,366,Sources,2016
B,60,1,1,0,0,TS,SP,60,27.2,365,365,Sources,2020
D,120,1,1,1,1,ML,SP,15,17.6,365,365,PV,2017
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,37,184,181,PV,2018
B,120,1,1,0,1,Reg,SP,60,9.805,350,700,Sources,2015
C,60,1,0,0,0,ImageBased,Persistence,60,-76.2,183,365,Sources,2017
C,2880,1,0,1,1,Ens_Hyb,Persistence,60,33,184,181,PV,2018
C,30,1,1,0,0,ML,SP,30,6.81,120,7305,Sources,2020
E,60,1,1,0,0,Ens,Persistence,60,17,365,183,Sources,2019
D,1440,1,1,0,0,ML,Persistence,60,57.67,365,3652,Sources,2019
N,240,1,0,0,0,TS,Persistence,60,52.5623161480105,73,292,Sources,2018
C,120,1,1,0,1,Reg,SP,60,5.414,350,700,Sources,2015
B,180,1,1,0,1,Reg,SP,60,15.335,350,700,Sources,2015
D,1440,1,0,1,0,NWP,Persistence,60,38.34,731,0,Sources,2019
